Job_ID,Agency,Posting_Type,#_Of_Positions,Business_Title,Civil_Service_Title,Level,Job_Category,Full-Time/Part-Time_indicator,Salary_Range_From,Salary_Range_To,Salary_Frequency,Work_Location,Division/Work_Unit,Preferred_Skills,Hours/Shift,Work_Location_1,Residency_Requirement,Posting_Date,Post_Until,Posting_Updated,Process_Date,salary_from,salary_to,avg_salary,salary_range_diff,posting_year,job_posting_age_days,has_masters_degree
405616,DEPT OF ENVIRONMENT PROTECTION,Internal,4,Watershed Maintenance,WATERSHED MAINTAINER,0,Building Operations & Maintenance,F,39838,58269,Annual,164-21 110 Ave. Jamaica Queens,Stn (6) Ctrl Opr Ctr - Plt O,"","","","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",08/14/2019,"",2019-08-28T00:00:00.000,2019-12-17T00:00:00.000,39838.0,58269.0,49053.5,18431.0,2019,"",0
405693,DEPARTMENT OF TRANSPORTATION,External,15,Deckhand,DECKHAND,0,Building Operations & Maintenance,F,47847,55024,Annual,"1 Bay St., S.I.,Ny",F&Ga Deckhands-St George,"â€œ2\"\" and â€œ3\"\" above must have been  obtained within the last 10 years.\"","Please visit www.nyc.gov/careers/search and search for Job ID Number: 405693. For current City employees, please log into Employee Self Service (ESS) at https://hrb.nycaps.nycnet and follow the Careers link. Most public libraries have computers available for use.  No phone calls, faxes or personal inquiries permitted. Only candidates selected for interview will be contacted. Residency must be established within 90 days of appointment. For more information about DOT, visit us at: www.nyc.gov/dot.","32 hours/variable, including nights/weekends","","",2019-08-29T00:00:00.000,"",2019-08-29T00:00:00.000,47847.0,55024.0,51435.5,7177.0,"","",0
405693,DEPARTMENT OF TRANSPORTATION,Internal,15,Deckhand,DECKHAND,0,Building Operations & Maintenance,F,47847,55024,Annual,"1 Bay St., S.I.,Ny",F&Ga Deckhands-St George,"â€œ2\"\" and â€œ3\"\" above must have been  obtained within the last 10 years.\"","Please visit www.nyc.gov/careers/search and search for Job ID Number: 405693. For current City employees, please log into Employee Self Service (ESS) at https://hrb.nycaps.nycnet and follow the Careers link. Most public libraries have computers available for use.  No phone calls, faxes or personal inquiries permitted. Only candidates selected for interview will be contacted. Residency must be established within 90 days of appointment. For more information about DOT, visit us at: www.nyc.gov/dot.","32 hours/variable, including nights/weekends","","",2019-08-29T00:00:00.000,"",2019-08-29T00:00:00.000,47847.0,55024.0,51435.5,7177.0,"","",0
405701,DEPT OF HEALTH/MENTAL HYGIENE,Internal,1,"Public Health Advisor, Bureau of Tuberculosis Control",PUBLIC HEALTH ADVISER,1,Health,"",37957,47142,Annual,NYC - All Boroughs,TB Clinic Operations,"\"\"2\"\" or \"\"3\"\" above. Undergraduate college credit can be substituted for experience on the basis of 30 semester credits from an accredited college for one year of full-time experience. However",candidates must have,in addition to meeting the minimum qualification requirements listed above,Assignment Level I,"","--Knowledge of Public Health or healthcare delivery; good communication and organization skills; ability to work in a team environment; working knowledge of Microsoft suite (MS work, Excel etc.);  --Experience working in the community in a social service,","\"**IMPORTANT NOTES TO ALL CANDIDATES:  Please note:  If you are called for an interview you will be required to bring to your interview copies of original documentation, such as: â€¢ A document that establishes identity for employment eligibility, such as: A Valid U.S. Passport, Permanent Resident Card/Green Card, or Driverâ€™s license.    â€¢ Proof of Education according to the education requirements of the civil service title.    â€¢ Current Resume     â€¢ Proof of Address/NYC Residency dated within the last 60 days, such as: Recent Utility Bill (i.e. Telephone, Cable, Mobile Phone)   Additional documentation may be required to evaluate your qualification as outlined in this postingâ€™s â€œMinimum Qualification Requirementsâ€ section. Examples of additional documentation may be, but not limited to: college transcript, experience verification or professional trade licenses.  If after your interview you are the selected candidate you will be contacted to schedule an on-boarding appointment.   By the time of this appointment you will be asked to produce the originals of the above documents along with your original Social Security card.   **LOAN FORGIVENESS  The federal government provides student loan forgiveness through its Public Service Loan Forgiveness Program (PSLF) to all qualifying public service employees. Working with the DOHMH qualifies you as a public service employee and you may be able to take advantage of this program while working full-time and meeting the programâ€™s other requirements.    Please visit the Public Service Loan Forgiveness Program site to view the eligibility requirements:   https://studentaid.ed.gov/sa/repay-loans/forgiveness-cancellation/public-service    \"\"FINAL APPOINTMENTS ARE SUBJECT TO OFFICE OF MANAGEMENT & BUDGET APPROVALâ€\"","Apply online with a cover letter to https://a127-jobs.nyc.gov/.  In the Job ID search bar, enter: job ID#: 405701.  We appreciate the interest and thank all applicants who apply, but only those candidates under consideration will be contacted.  The NYC Health Department is committed to recruiting and retaining a diverse and culturally responsive workforce. We strongly encourage people of color, people with disabilities, veterans, women, and lesbian, gay, bisexual, and transgender and gender non-conforming persons to apply.  All applicants will be considered without regard to actual or perceived race, color, national origin, religion, sexual orientation, marital or parental status, disability, sex, gender identity or expression, age, prior record of arrest; or any other basis prohibited by law.",37957.0,47142.0,42549.5,9185.0,"","",0
405701,DEPT OF HEALTH/MENTAL HYGIENE,External,1,"Public Health Advisor, Bureau of Tuberculosis Control",PUBLIC HEALTH ADVISER,1,Health,"",37957,47142,Annual,NYC - All Boroughs,TB Clinic Operations,"\"\"2\"\" or \"\"3\"\" above. Undergraduate college credit can be substituted for experience on the basis of 30 semester credits from an accredited college for one year of full-time experience. However",candidates must have,in addition to meeting the minimum qualification requirements listed above,Assignment Level I,"","--Knowledge of Public Health or healthcare delivery; good communication and organization skills; ability to work in a team environment; working knowledge of Microsoft suite (MS work, Excel etc.);  --Experience working in the community in a social service,","\"**IMPORTANT NOTES TO ALL CANDIDATES:  Please note:  If you are called for an interview you will be required to bring to your interview copies of original documentation, such as: â€¢ A document that establishes identity for employment eligibility, such as: A Valid U.S. Passport, Permanent Resident Card/Green Card, or Driverâ€™s license.    â€¢ Proof of Education according to the education requirements of the civil service title.    â€¢ Current Resume     â€¢ Proof of Address/NYC Residency dated within the last 60 days, such as: Recent Utility Bill (i.e. Telephone, Cable, Mobile Phone)   Additional documentation may be required to evaluate your qualification as outlined in this postingâ€™s â€œMinimum Qualification Requirementsâ€ section. Examples of additional documentation may be, but not limited to: college transcript, experience verification or professional trade licenses.  If after your interview you are the selected candidate you will be contacted to schedule an on-boarding appointment.   By the time of this appointment you will be asked to produce the originals of the above documents along with your original Social Security card.   **LOAN FORGIVENESS  The federal government provides student loan forgiveness through its Public Service Loan Forgiveness Program (PSLF) to all qualifying public service employees. Working with the DOHMH qualifies you as a public service employee and you may be able to take advantage of this program while working full-time and meeting the programâ€™s other requirements.    Please visit the Public Service Loan Forgiveness Program site to view the eligibility requirements:   https://studentaid.ed.gov/sa/repay-loans/forgiveness-cancellation/public-service    \"\"FINAL APPOINTMENTS ARE SUBJECT TO OFFICE OF MANAGEMENT & BUDGET APPROVALâ€\"","Apply online with a cover letter to https://a127-jobs.nyc.gov/.  In the Job ID search bar, enter: job ID#: 405701.  We appreciate the interest and thank all applicants who apply, but only those candidates under consideration will be contacted.  The NYC Health Department is committed to recruiting and retaining a diverse and culturally responsive workforce. We strongly encourage people of color, people with disabilities, veterans, women, and lesbian, gay, bisexual, and transgender and gender non-conforming persons to apply.  All applicants will be considered without regard to actual or perceived race, color, national origin, religion, sexual orientation, marital or parental status, disability, sex, gender identity or expression, age, prior record of arrest; or any other basis prohibited by law.",37957.0,47142.0,42549.5,9185.0,"","",0
405753,HUMAN RIGHTS COMMISSION,External,1,Discriminatory Harassment Investigator,HUMAN RIGHTS SPECIALIST (COMM,0,Constituent Services & Community Programs,F,47933,55123,Annual,"151-20 Jamaica Ave, Jamaica Ny",Comm.Rel.Bureau-Central,all candidates must have a four year high school diploma or its educational equivalent,"â€¢	Fluency in Spanish, French, or languages other than English. â€¢	Advanced working proficiency in Microsoft Office program, Internet-based research, and computer skills. â€¢	Well-organized, attentive to detail, assertive, and able to work independently and collaboratively. â€¢	Strong oral and written communication skills. â€¢	Excellent attention to detail and strong organizational skills. â€¢	Familiarity with the NYCHRL and/or ability to read and understand laws, rules and regulations. â€¢	Demonstrated aptitude with electronic file systems or other data management systems.","","DAY, 9-5; ON OCCASION, CANDIDATES WILL BE REQUIRED TO WORK EVENING AND/OR ON WEEKENDS TO SUPPORT THE DUTIES OF THE POSITION","","","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-08-13T00:00:00.000,47933.0,55123.0,51528.0,7190.0,"","",0
405753,HUMAN RIGHTS COMMISSION,Internal,1,Discriminatory Harassment Investigator,HUMAN RIGHTS SPECIALIST (COMM,0,Constituent Services & Community Programs,F,47933,55123,Annual,"151-20 Jamaica Ave, Jamaica Ny",Comm.Rel.Bureau-Central,all candidates must have a four year high school diploma or its educational equivalent,"â€¢	Fluency in Spanish, French, or languages other than English. â€¢	Advanced working proficiency in Microsoft Office program, Internet-based research, and computer skills. â€¢	Well-organized, attentive to detail, assertive, and able to work independently and collaboratively. â€¢	Strong oral and written communication skills. â€¢	Excellent attention to detail and strong organizational skills. â€¢	Familiarity with the NYCHRL and/or ability to read and understand laws, rules and regulations. â€¢	Demonstrated aptitude with electronic file systems or other data management systems.","","DAY, 9-5; ON OCCASION, CANDIDATES WILL BE REQUIRED TO WORK EVENING AND/OR ON WEEKENDS TO SUPPORT THE DUTIES OF THE POSITION","","","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",2019-08-13T00:00:00.000,47933.0,55123.0,51528.0,7190.0,"","",0
405765,HUMAN RIGHTS COMMISSION,Internal,1,Associate Human Rights Specialist,ASSOCIATE HUMAN RIGHTS SPECIAL,1,Constituent Services & Community Programs,F,56746,56746,Annual,"22 Reade St, Ny",Comm.Rel.Bureau-Central,all candidates must have a four-year high school diploma or its educational equivalent,"or human rights.\"","â€¢	Advanced working proficiency in Microsoft Office program, Internet-based research, and computer skills â€¢	Well-organized, attentive to detail, assertive, and able to work independently and collaboratively â€¢	Strong oral and written communication skills â€¢	Excellent attention to detail and strong organizational skills â€¢	Familiarity with the NYCHRL and/or ability to read and understand laws, rules and regulations â€¢	Demonstrated aptitude with electronic file systems or other data management systems â€¢	Fluency in Mandarin, Korean, Japanese, or language other than English.",For City employees: Go to Employee Self-Service (ESS) - www.nyc.gov/ess and search for Job ID #: 405765  For all other applicants: Go to www.nyc.gov/careers and search for Job ID #: 405765  Submission of a resume is not a guarantee that you will receive an interview. Only those candidates under consideration will be contacted.  Note:   This position is open to qualified persons with a disability who are eligible for the 55-a Program.  Please indicate on your resume or cover letter if you would like to be considered for the position under the 55-a Program.,"","22 Reade St, Ny","","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",56746.0,56746.0,56746.0,0.0,"","",0
405765,HUMAN RIGHTS COMMISSION,External,1,Associate Human Rights Specialist,ASSOCIATE HUMAN RIGHTS SPECIAL,1,Constituent Services & Community Programs,F,56746,56746,Annual,"22 Reade St, Ny",Comm.Rel.Bureau-Central,all candidates must have a four-year high school diploma or its educational equivalent,"or human rights.\"","â€¢	Advanced working proficiency in Microsoft Office program, Internet-based research, and computer skills â€¢	Well-organized, attentive to detail, assertive, and able to work independently and collaboratively â€¢	Strong oral and written communication skills â€¢	Excellent attention to detail and strong organizational skills â€¢	Familiarity with the NYCHRL and/or ability to read and understand laws, rules and regulations â€¢	Demonstrated aptitude with electronic file systems or other data management systems â€¢	Fluency in Mandarin, Korean, Japanese, or language other than English.",For City employees: Go to Employee Self-Service (ESS) - www.nyc.gov/ess and search for Job ID #: 405765  For all other applicants: Go to www.nyc.gov/careers and search for Job ID #: 405765  Submission of a resume is not a guarantee that you will receive an interview. Only those candidates under consideration will be contacted.  Note:   This position is open to qualified persons with a disability who are eligible for the 55-a Program.  Please indicate on your resume or cover letter if you would like to be considered for the position under the 55-a Program.,"","22 Reade St, Ny","","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",56746.0,56746.0,56746.0,0.0,"","",0
405778,DEPARTMENT OF INVESTIGATION,External,1,Confidential Investigator,CONFIDENTIAL INVESTIGATOR,1,"Public Safety, Inspections, & Enforcement Social Services",F,43799,55000,Annual,80 Maiden Lane,Default,"1.	Demonstrated interest in law enforcement, criminal justice, or public service. 2.	Prior experience in conducting or assisting in long-term criminal investigations a plus.    3.	Solid writing ability: confident and adaptable writer. 4.	Experience analyzing large amounts of data using Microsoft Excel or other tools. 5.	Strong communication skills, excellent judgment, and confidence to discuss results of your analysis. 6.	Ability to initiate and drive projects to completion with minimal guidance. 7.	Ability to work well in a team environment and take constructive criticism and feedback on a consistent basis. 8.	Highly detail oriented and organized with the ability to multi-task and work in a fast paced environment. 9.	Ability to prioritize and manage large volume of tasks. 10.   Ability to exercise discretion on sensitive or confidential matters.","","","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",08/13/2019,"",2019-10-04T00:00:00.000,2019-12-17T00:00:00.000,43799.0,55000.0,49399.5,11201.0,2019,"",0
405778,DEPARTMENT OF INVESTIGATION,Internal,1,Confidential Investigator,CONFIDENTIAL INVESTIGATOR,1,"Public Safety, Inspections, & Enforcement Social Services",F,43799,55000,Annual,80 Maiden Lane,Default,"1.	Demonstrated interest in law enforcement, criminal justice, or public service. 2.	Prior experience in conducting or assisting in long-term criminal investigations a plus.    3.	Solid writing ability: confident and adaptable writer. 4.	Experience analyzing large amounts of data using Microsoft Excel or other tools. 5.	Strong communication skills, excellent judgment, and confidence to discuss results of your analysis. 6.	Ability to initiate and drive projects to completion with minimal guidance. 7.	Ability to work well in a team environment and take constructive criticism and feedback on a consistent basis. 8.	Highly detail oriented and organized with the ability to multi-task and work in a fast paced environment. 9.	Ability to prioritize and manage large volume of tasks. 10.   Ability to exercise discretion on sensitive or confidential matters.","","","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",08/13/2019,"",2019-10-04T00:00:00.000,2019-12-17T00:00:00.000,43799.0,55000.0,49399.5,11201.0,2019,"",0
405789,DEPARTMENT OF INVESTIGATION,External,1,Assistant Inspector General,CONFIDENTIAL INVESTIGATOR,3,"Public Safety, Inspections, & Enforcement",F,62360,85000,Annual,80 Maiden Lane,Default,000 individuals,000 homeless individuals in New York City. DHS employs over 2,500 individuals,and has capital commitments of over $73 million annually. This is an entry-level management position. The Assistant Inspector General will report to the Deputy Inspector General and will directly supervise at least four DOI investigators. The Assistant Inspector General may also conduct his/her own investigations according to the needs of the squad and the Inspector General.  Squad 2 investigators typically handle long-term investigations involving complex schemes and fraud,"",prevailing wage fraud,deed fraud,contract billing fraud,62360.0,85000.0,73680.0,22640.0,"","",0
405789,DEPARTMENT OF INVESTIGATION,Internal,1,Assistant Inspector General,CONFIDENTIAL INVESTIGATOR,3,"Public Safety, Inspections, & Enforcement",F,62360,85000,Annual,80 Maiden Lane,Default,000 individuals,000 homeless individuals in New York City. DHS employs over 2,500 individuals,and has capital commitments of over $73 million annually. This is an entry-level management position. The Assistant Inspector General will report to the Deputy Inspector General and will directly supervise at least four DOI investigators. The Assistant Inspector General may also conduct his/her own investigations according to the needs of the squad and the Inspector General.  Squad 2 investigators typically handle long-term investigations involving complex schemes and fraud,"",prevailing wage fraud,deed fraud,contract billing fraud,62360.0,85000.0,73680.0,22640.0,"","",0
405795,DEPARTMENT OF TRANSPORTATION,External,15,Marine Oiler,MARINE OILER(FERRY OPERATIONS),0,Building Operations & Maintenance,F,49705,57161,Annual,"1 Bay St., S.I.,Ny",F&Ga Marine Oilers-St George,Junior Engineer,marine technology,"or related field from an accredited college and possession of a valid engineer license or Merchant Marinerâ€™s Credential (MMC) with endorsement for Third Assistant Engineer or higher of motor vessels issued by the United States Coast Guard.\"","MEDICAL/DRUG TESTING REQUIREMENTS: Medical guidelines established by the U.S. Coast Guard apply to the position of Marine Oiler. Candidates will therefore be required to undergo a medical examination prior to appointment and thereafter, pursuant to Coast Guard regulations. Candidates must also pass a drug screening to be appointed. Marine Oilers are subject to random drug and alcohol testing during their employment.   MMC REQUIREMENT: Merchant Mariner Credential (MMC) with endorsement and medical certificate must be maintained for the duration of employment.   TWIC REQUIREMENT: At the time of appointment, candidates must possess a valid Transportation Worker Identification Credential (TWIC) issued by the U.S. Transportation Security Administration (TSA). A valid TWIC must be maintained for the duration of employment.  NOTE: This position is open to qualified persons with a disability who are eligible for the 55-a program.  Please indicate in your resume or cover letter that you would like to be considered for the position under the 55-a program.","","32 hours/variable, including nights/weekends","1 Bay Street, Staten Island, NY 10301","",49705.0,57161.0,53433.0,7456.0,"","",0
405795,DEPARTMENT OF TRANSPORTATION,Internal,15,Marine Oiler,MARINE OILER(FERRY OPERATIONS),0,Building Operations & Maintenance,F,49705,57161,Annual,"1 Bay St., S.I.,Ny",F&Ga Marine Oilers-St George,Junior Engineer,marine technology,"or related field from an accredited college and possession of a valid engineer license or Merchant Marinerâ€™s Credential (MMC) with endorsement for Third Assistant Engineer or higher of motor vessels issued by the United States Coast Guard.\"","MEDICAL/DRUG TESTING REQUIREMENTS: Medical guidelines established by the U.S. Coast Guard apply to the position of Marine Oiler. Candidates will therefore be required to undergo a medical examination prior to appointment and thereafter, pursuant to Coast Guard regulations. Candidates must also pass a drug screening to be appointed. Marine Oilers are subject to random drug and alcohol testing during their employment.   MMC REQUIREMENT: Merchant Mariner Credential (MMC) with endorsement and medical certificate must be maintained for the duration of employment.   TWIC REQUIREMENT: At the time of appointment, candidates must possess a valid Transportation Worker Identification Credential (TWIC) issued by the U.S. Transportation Security Administration (TSA). A valid TWIC must be maintained for the duration of employment.  NOTE: This position is open to qualified persons with a disability who are eligible for the 55-a program.  Please indicate in your resume or cover letter that you would like to be considered for the position under the 55-a program.","","32 hours/variable, including nights/weekends","1 Bay Street, Staten Island, NY 10301","",49705.0,57161.0,53433.0,7456.0,"","",0
405824,DEPARTMENT OF INVESTIGATION,External,2,Confidential Investigator,CONFIDENTIAL INVESTIGATOR,2,"Public Safety, Inspections, & Enforcement",F,52384,65000,Annual,180 Maiden Lane,Default,"1.   1-3 years conducting investigations with a law enforcement agency, other government agency, or private firm. 2.   Strong interpersonal, communication, and interviewing skills.   3.   Solid ability to write reports and memoranda in clear, accessible language. 4.   Proven ability to analyze and assess complex documents and data. 5.   Certified Peace Officer status is a plus. 6.   Demonstrated interest in child welfare or social services matters is a plus.  7.   Strong computer skills, including Word Excel and databases. 8.   Strong organizational skills and proven ability to manage time efficiently, meet deadlines, and multi-task. 9.   Ability to exercise discretion on sensitive or confidential matters.   10. Ability to speak Spanish is a plus.","","","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",08/14/2019,2020-02-10T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,52384.0,65000.0,58692.0,12616.0,2019,"",0
405824,DEPARTMENT OF INVESTIGATION,Internal,2,Confidential Investigator,CONFIDENTIAL INVESTIGATOR,2,"Public Safety, Inspections, & Enforcement",F,52384,65000,Annual,180 Maiden Lane,Default,"1.   1-3 years conducting investigations with a law enforcement agency, other government agency, or private firm. 2.   Strong interpersonal, communication, and interviewing skills.   3.   Solid ability to write reports and memoranda in clear, accessible language. 4.   Proven ability to analyze and assess complex documents and data. 5.   Certified Peace Officer status is a plus. 6.   Demonstrated interest in child welfare or social services matters is a plus.  7.   Strong computer skills, including Word Excel and databases. 8.   Strong organizational skills and proven ability to manage time efficiently, meet deadlines, and multi-task. 9.   Ability to exercise discretion on sensitive or confidential matters.   10. Ability to speak Spanish is a plus.","","","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",08/14/2019,2020-02-10T00:00:00.000,2019-12-13T00:00:00.000,2019-12-17T00:00:00.000,52384.0,65000.0,58692.0,12616.0,2019,"",0
405834,DEPARTMENT OF BUSINESS SERV.,External,1,"PROGRAM MANAGER, CAPACITY BUILDING TEAM",COMMUNITY COORDINATOR,0,Constituent Services & Community Programs,F,52524,68000,Annual,110 William St. N Y,Neighborhood Development,"all candidates must have at least one year of experience as described in \"\"1\"\" above.\"","Please email your resume and cover letter including the following subject line: Program Manager, Capacity Building â€“ Neighborhood Development to careers@sbs.nyc.gov   Salary: $55,000 - $65,000 (salary is commensurate with experience)   NOTE: Only those candidates under consideration will be contacted.  NYC residency is required within 90 days of appointment   If you do not have access to email, mail your cover letter & resume to:  NYC Department of Small Business Services  Human Resources Unit  One Liberty Plaza, 11th Floor, New York, NY 10006","","","",2019-11-01T00:00:00.000,"",2019-11-01T00:00:00.000,52524.0,68000.0,60262.0,15476.0,"","",0
405834,DEPARTMENT OF BUSINESS SERV.,Internal,1,"PROGRAM MANAGER, CAPACITY BUILDING TEAM",COMMUNITY COORDINATOR,0,Constituent Services & Community Programs,F,52524,68000,Annual,110 William St. N Y,Neighborhood Development,"all candidates must have at least one year of experience as described in \"\"1\"\" above.\"","Please email your resume and cover letter including the following subject line: Program Manager, Capacity Building â€“ Neighborhood Development to careers@sbs.nyc.gov   Salary: $55,000 - $65,000 (salary is commensurate with experience)   NOTE: Only those candidates under consideration will be contacted.  NYC residency is required within 90 days of appointment   If you do not have access to email, mail your cover letter & resume to:  NYC Department of Small Business Services  Human Resources Unit  One Liberty Plaza, 11th Floor, New York, NY 10006","","","",2019-11-01T00:00:00.000,"",2019-11-01T00:00:00.000,52524.0,68000.0,60262.0,15476.0,"","",0
405846,DEPARTMENT OF INVESTIGATION,Internal,1,Deputy Inspector General,DEPUTY INSPECTOR GENERAL,M1,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,88651,93866,Annual,80 Maiden Lane,Default,and families through the provision of child care and education,000 employees.  The Deputy Inspector General will report to the ACS Inspector General and be responsible for supervising investigative staff in the unit,and working alongside the Inspector General on legislative and policy matters. The Deputy Inspector General will manage criminal investigations involving ACS,and will also oversee investigations relating to child welfare policies and programs.  The selected candidate will direct and guide the activities of investigative staff by planning investigative steps,"",conducting interviews,coordinating field operations,engaging with City agencies,88651.0,93866.0,91258.5,5215.0,"","",0
405846,DEPARTMENT OF INVESTIGATION,External,1,Deputy Inspector General,DEPUTY INSPECTOR GENERAL,M1,"Legal Affairs Policy, Research & Analysis Public Safety, Inspections, & Enforcement",F,88651,93866,Annual,80 Maiden Lane,Default,and families through the provision of child care and education,000 employees.  The Deputy Inspector General will report to the ACS Inspector General and be responsible for supervising investigative staff in the unit,and working alongside the Inspector General on legislative and policy matters. The Deputy Inspector General will manage criminal investigations involving ACS,and will also oversee investigations relating to child welfare policies and programs.  The selected candidate will direct and guide the activities of investigative staff by planning investigative steps,"",conducting interviews,coordinating field operations,engaging with City agencies,88651.0,93866.0,91258.5,5215.0,"","",0
405879,DEPT OF ENVIRONMENT PROTECTION,Internal,4,Watershed Maintainer - 4 Positions,WATERSHED MAINTAINER,0,Building Operations & Maintenance,F,39838,58269,Annual,"3701 Jerome Ave, Bx NY 10467",Croton Filtration Plant,"","40 hours per week/Shift work (Days, Evenings and Nights) including weekends.","3701 Jerome Ave, Bronx NY 10467","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",08/14/2019,"",2019-08-14T00:00:00.000,2019-12-17T00:00:00.000,39838.0,58269.0,49053.5,18431.0,2019,"",0
405879,DEPT OF ENVIRONMENT PROTECTION,External,4,Watershed Maintainer - 4 Positions,WATERSHED MAINTAINER,0,Building Operations & Maintenance,F,39838,58269,Annual,"3701 Jerome Ave, Bx NY 10467",Croton Filtration Plant,"","40 hours per week/Shift work (Days, Evenings and Nights) including weekends.","3701 Jerome Ave, Bronx NY 10467","New York City residency is generally required within 90 days of appointment. However, City Employees in certain titles who have worked for the City for 2 continuous years may also be eligible to reside in Nassau, Suffolk, Putnam, Westchester, Rockland, or Orange County. To determine if the residency requirement applies to you, please discuss with the agency representative at the time of interview.",08/14/2019,"",2019-08-14T00:00:00.000,2019-12-17T00:00:00.000,39838.0,58269.0,49053.5,18431.0,2019,"",0
405897,PRESIDENT BOROUGH OF MANHATTAN,External,1,Constituent Services Liaison,COMMUNITY COORDINATOR,0,Constituent Services & Community Programs,"",52524,52524,Annual,"1 Centre St., N.Y.",NMO,"all candidates must have at least one year of experience as described in \"\"1\"\" above.\"","Interested candidates should complete the following two steps:    1. Email a cover letter and resume in a word or PDF document to: resumes@manhattanbp.nyc.gov with â€œConstituent Services Liaisonâ€ in the subject line, AND   2.  Apply to this job posting","","","",2019-08-13T00:00:00.000,"",2019-08-13T00:00:00.000,52524.0,52524.0,52524.0,0.0,"","",0
405897,PRESIDENT BOROUGH OF MANHATTAN,Internal,1,Constituent Services Liaison,COMMUNITY COORDINATOR,0,Constituent Services & Community Programs,"",52524,52524,Annual,"1 Centre St., N.Y.",NMO,"all candidates must have at least one year of experience as described in \"\"1\"\" above.\"","Interested candidates should complete the following two steps:    1. Email a cover letter and resume in a word or PDF document to: resumes@manhattanbp.nyc.gov with â€œConstituent Services Liaisonâ€ in the subject line, AND   2.  Apply to this job posting","","","",2019-08-13T00:00:00.000,"",2019-08-13T00:00:00.000,52524.0,52524.0,52524.0,0.0,"","",0
405914,DEPARTMENT OF TRANSPORTATION,Internal,1,Safety Education Computer Services Coordinator,COMPUTER ASSOC (OPERATIONS),2,"Technology, Data & Innovation",F,59680,88921,Annual,59 Maiden Lane,Safety Education,acquired within the last eight years,"or \"\"3\"\" above. However",all candidates must have at least two years of full-time experience,"as described in \"\"1\"\" above.\"","",Note: This position is open to qualified persons with a disability who are eligible for the 55-a program.  Please indicate in your resume or cover letter that you would like to be considered for the position under the 55-a program.,"All resumes are to be submitted electronically.  Current City Employees serving PERMANENTLY in the title of COMPUTER ASSOCIATE (OPERATIONS):   Please log into Employee Self Service (ESS) at https://hrb.nycaps.nycnet, follow the Careers link and search for Job ID number 405914.  If you do not have access to a personal computer: Please visit your local public library.  Most public libraries have computers available for use.  No phone calls, faxes or personal inquiries permitted. Only those applicants under consideration will be contacted. For more information about DOT, visit us at: www.nyc.gov/dot.   *** IN ORDER TO BE CONSIDERED FOR THIS POSITION CANDIDATES MUST BE SERVING PERMANENTLY IN THE TITLE OF COMPUTER ASSOCIATE (OPERATIONS) ***","",59680.0,88921.0,74300.5,29241.0,"","",0
